Date,Day,ID2,Followers,Friends,Status_Count,Time_zone,Geo_enabled,Language
2,25,2984140421,748,490,84875,0,0,6
2,25,2953266052,3937,3944,326001,0,0,6
2,25,2984229304,1082,784,119647,0,0,6
2,25,2984229304,1082,784,119650,0,0,6
2,25,1062716244,1884,148,993473,0,0,6
2,25,22926365,231767,1063,96374,1,0,6
2,25,1062716244,1884,148,993515,0,0,6
2,25,322609053,109,0,2089,0,0,6
2,25,24726660,214,245,5261,1,0,6
2,25,1151537048,1843,1897,9020,2,1,6
2,25,1062716244,1884,148,993527,0,0,6
2,25,2984685381,349,211,178,1,0,6
2,25,2953266052,3938,3944,326131,0,0,6
2,25,2909232334,496,267,43340,0,0,6
2,25,701091818,307,721,1402,8,1,6
2,25,621254192,1034,1089,211288,1,0,6
2,25,2984229304,1082,784,119717,0,0,6
2,25,29409786,3761,5000,172970,1,1,6
2,25,1062716244,1885,148,993571,0,0,6
2,25,2184707526,2096,2549,182923,0,1,6
2,25,4075616613,169,791,3461,0,1,6
2,25,2212312363,558,195,58693,7,0,6
2,25,4075616613,169,791,3463,0,1,6
2,25,6027992,46726,279,126287,2,1,6
2,25,2979698255,2226,2077,175731,0,0,6
2,25,4075616613,169,793,3464,0,1,6
2,25,1870320744,88,107,2860,1,1,6
2,25,3321662363,392,536,387,1,0,6
2,25,1062716244,1885,148,993608,0,0,6
2,25,6027992,46726,279,126291,2,1,6
2,25,1001859866,700,827,8272,2,0,6
2,25,2280206959,181,569,55350,1,0,6
2,25,2984557972,3702,4996,154251,1,0,6
2,25,2984557972,3702,4996,154256,1,0,6
2,25,203135778,102,398,70,4,0,6
2,25,2979698255,2226,2077,175734,0,0,6
2,25,2984229304,1081,784,119744,0,0,6
2,25,2257106779,888,1022,50268,1,0,6
2,25,705077533,335,296,265,2,0,6
2,25,2233494522,1087,2175,13587,0,0,6
2,25,2233494522,1087,2175,13590,0,0,6
2,25,277459070,3353,1910,167310,0,1,6
2,25,1062716244,1884,148,993643,0,0,6
2,25,260128867,1845,1687,14584,1,1,6
2,25,2987141692,622,135,126659,0,0,6
2,25,390624950,6682,5646,190628,1,1,6
2,25,390624950,6682,5646,190629,1,1,6
2,25,1718641016,1160,998,64474,0,0,6
2,25,2705912207,151,271,15350,0,1,6
2,25,2705912207,151,271,15356,0,1,6
2,25,1470650814,1384,734,15722,1,1,6
2,25,460922503,1155,1150,31523,0,1,6
2,25,41321721,2256,1605,2495,1,1,6
2,25,884290494,1140,360,1429,0,1,6
2,25,2705912207,152,271,15374,0,1,6
2,25,1062716244,1884,148,993690,0,0,6
2,25,6027992,46732,279,126306,2,1,6
2,25,1631023310,352,216,736,0,1,6
2,25,1062716244,1884,148,993705,0,0,6
2,25,1062716244,1884,148,993721,0,0,6
2,25,1062716244,1884,148,993728,0,0,6
2,25,7.13805E+17,14,1,14783,0,0,6
2,25,1062716244,1884,148,993737,0,0,6
2,25,2979698255,2226,2077,175799,0,0,6
2,25,14658364,283,425,827119,1,1,6
2,25,1062716244,1884,148,993753,0,0,6
2,25,1062716244,1884,148,993755,0,0,6
2,25,3412326753,3649,3241,51380,8,0,6
2,25,61020403,25204,8,36611,1,0,6
2,25,1062716244,1883,148,993790,0,0,6
2,25,55554468,10665,7332,235526,1,0,6
2,25,61020403,25205,8,36613,1,0,6
2,25,2984229304,1081,784,119832,0,0,6
2,25,1062716244,1882,148,993800,0,0,6
2,25,2729685033,281,1129,12064,0,1,6
2,25,3179187057,3392,4993,76446,1,0,6
2,25,869712480,502,555,12625,1,0,6
2,25,282516150,6,7,25,4,0,6
2,25,390644322,935,1130,20753,1,0,6
2,25,3731565562,532,526,26823,0,1,6
2,25,1072158451,170,595,656,0,0,6
2,25,1467028074,106,46,2485,0,0,6
2,25,3239532753,565,913,14022,0,0,6
2,25,2382178716,805,1,349003,0,0,6
2,25,163030771,4013,3563,32113,4,1,6
2,25,19199866,10269,159,17397,1,1,6
2,25,19199866,10269,159,17397,1,1,6
2,25,141804043,655,2218,30861,1,0,6
2,25,141804043,655,2218,30862,1,0,6
2,25,701091818,310,724,1411,8,1,6
2,25,900543690,510,1599,51267,0,0,6
2,25,2984557972,3708,4995,154458,1,0,6
2,25,2984557972,3708,4995,154465,1,0,6
2,25,4099926287,327,150,21551,0,0,6
2,25,2214261092,882,593,22762,0,0,6
2,25,850721376,930,0,10146,2,0,6
2,25,2953266052,3943,3944,326478,0,0,6
2,25,2192387737,358,185,20974,1,0,6
2,25,2816241555,65,102,194,0,0,6
2,25,206613106,1303,664,18178,4,0,6
2,25,2953266052,3943,3944,326496,0,0,6
2,25,390624950,6682,5645,190655,1,1,6
2,25,2257106779,895,1023,50358,1,0,6
2,25,353550063,125,48,12103,2,0,6
2,25,2299894142,672,155,8612,1,0,6
2,25,1062716244,1883,148,993953,0,0,6
2,25,94845617,48,102,2883,1,0,6
2,25,2459721182,523,965,46817,2,0,6
2,25,1062716244,1882,148,993961,0,0,6
2,25,1943797392,781,770,5299,2,0,6
2,25,2953266052,3943,3944,326546,0,0,6
2,25,3161107329,1067,1282,85051,0,0,6
2,25,2984140421,751,489,85042,0,0,6
2,25,2953266052,3943,3944,326556,0,0,6
2,25,254457141,751,1777,92310,2,1,6
2,25,1062716244,1882,148,993981,0,0,6
2,25,1062716244,1882,148,993988,0,0,6
2,25,2984557972,3709,4995,154496,1,0,6
2,25,2984140421,750,489,85058,0,0,6
2,25,2987141692,622,135,126768,0,0,6
2,25,1062716244,1882,148,993997,0,0,6
2,25,2979698255,2222,2077,175881,0,0,6
2,25,375531518,15588,15275,170819,1,1,6
2,25,353550063,125,48,12104,2,0,6
2,25,4099926287,330,150,21584,0,0,6
2,25,2382178716,805,1,349060,0,0,6
2,25,1052018545,15,24,63,0,0,6
2,25,1052018545,15,24,64,0,0,6
2,25,2984229304,1083,784,119925,0,0,6
2,25,1062716244,1882,148,994017,0,0,6
2,25,3628587373,91,368,9109,0,0,6
2,25,2984557972,3709,4995,154530,1,0,6
2,25,1062716244,1882,148,994046,0,0,6
2,25,2984229304,1083,784,119941,0,0,6
2,25,288253265,619,360,74355,1,0,6
2,25,2953266052,3941,3944,326663,0,0,6
2,25,3412326753,3652,3241,51451,8,0,6
2,25,1062716244,1882,148,994053,0,0,6
2,25,1062716244,1882,148,994054,0,0,6
2,25,2984229304,1083,784,119960,0,0,6
2,25,1062716244,1883,148,994062,0,0,6
2,25,2909281655,695,797,30431,0,0,6
2,25,1062716244,1883,148,994069,0,0,6
2,25,359328460,357,665,38242,0,0,6
2,25,197382601,1914,1996,5679,2,1,6
2,25,359328460,357,665,38243,0,0,6
2,25,359328460,357,665,38244,0,0,6
2,25,359328460,357,665,38245,0,0,6
2,25,359328460,357,665,38246,0,0,6
2,25,359328460,357,665,38247,0,0,6
2,25,359328460,357,665,38248,0,0,6
2,25,10971502,473659,225788,289957,1,1,6
2,25,359328460,357,665,38249,0,0,6
2,25,359328460,357,665,38250,0,0,6
2,25,3846087802,61,98,1556,1,0,6
2,25,359328460,357,665,38251,0,0,6
2,25,1062716244,1883,148,994100,0,0,6
2,25,621254192,1038,1089,211394,1,0,6
2,25,359328460,357,665,38253,0,0,6
2,25,2953266052,3941,3944,326737,0,0,6
2,25,2984229304,1084,784,119971,0,0,6
2,25,1062716244,1883,148,994108,0,0,6
2,25,4099926287,330,150,21617,0,0,6
2,25,1238447220,2178,2424,262431,1,0,6
2,25,2705912207,152,271,15394,0,1,6
2,25,335324325,934,255,84048,3,0,6
2,25,2953266052,3941,3944,326781,0,0,6
2,25,2953266052,3940,3944,326805,0,0,6
2,25,2466145962,3146,2439,935675,0,0,6
2,25,2979698255,2227,2077,176021,0,0,6
2,25,621254192,1037,1089,211464,1,0,6
2,25,2984557972,3709,4996,154649,1,0,6
2,25,621254192,1037,1089,211472,1,0,6
2,25,2953266052,3940,3944,326833,0,0,6
2,25,2984140421,749,489,85139,0,0,6
2,25,1062716244,1884,148,994180,0,0,6
2,25,702573343,2010,186,12613,2,0,6
2,25,1017638000,1227,154,13709,0,0,6
2,25,3240177190,20,0,2865,0,1,6
2,25,1017763435,935,55,9675,0,0,6
2,25,145213073,5820,159,25388,2,1,6
2,25,424345644,355,25,8547,0,0,6
2,25,1019480959,252,32,9227,0,0,6
2,25,1062716244,1886,148,994196,0,0,6
2,25,3179187057,3390,4994,76610,1,0,6
2,25,9567382,2015,1758,783344,1,1,6
2,25,2984140421,750,489,85154,0,0,6
2,25,2984557972,3710,4996,154698,1,0,6
2,25,1062716244,1886,148,994222,0,0,6
2,25,4194971099,2628,2804,2454,0,0,6
2,25,231936497,1929,2556,338588,0,1,6
2,25,7.13805E+17,15,1,15034,0,0,6
2,25,2382178716,805,1,349178,0,0,6
2,25,103631698,1334,3045,14721,1,0,6
2,25,9567382,2014,1758,783369,1,1,6
3,26,2614157168,353,495,2371,0,0,6
3,26,2752696679,259,249,3922,0,0,6
3,26,3174428498,17,96,33,0,0,6
3,26,1062716244,1886,148,994315,0,0,6
3,26,1062716244,1886,148,994341,0,0,6
3,26,2257106779,894,1023,50465,1,0,6
3,26,2984140421,753,489,85237,0,0,6
3,26,1062716244,1886,148,994364,0,0,6
3,26,1691817030,40,165,1574,0,0,6
3,26,2953266052,3941,3944,327171,0,0,6
3,26,3158908815,396,632,61963,0,0,6
3,26,1062716244,1886,148,994383,0,0,6
3,26,2909232334,497,267,43427,0,0,6
3,26,4099926287,333,154,21699,0,0,6
3,26,1062716244,1886,148,994399,0,0,6
3,26,24887255,1342,968,7657,1,0,6
3,26,494953314,827,528,60860,1,0,6
3,26,1434908503,17,58,139,0,0,6
3,26,1062716244,1886,148,994442,0,0,6
3,26,2268699505,9,19,162,0,0,6
3,26,1062716244,1886,148,994453,0,0,6
3,26,7.19614E+17,34,157,4331,0,0,6
3,26,15750149,1968,877,1730051,1,0,6
3,26,7.22877E+17,40,1871,1073,0,0,6
3,26,7.15111E+17,69,3959,2467,0,0,6
3,26,4154333955,94,227,555,8,0,6
3,26,1062716244,1886,148,994482,0,0,6
3,26,1062716244,1886,148,994535,0,0,6
3,26,2382178716,805,1,349294,0,0,6
3,26,2979698255,2228,2074,176299,0,0,6
3,26,3179187057,3379,4995,76731,1,0,6
3,26,2979698255,2229,2074,176307,0,0,6
3,26,2984229304,1088,784,120244,0,0,6
3,26,1062716244,1886,148,994593,0,0,6
3,26,3567843795,34,106,218,8,0,6
3,26,1151537048,1847,1899,9058,2,1,6
3,26,1151537048,1847,1899,9059,2,1,6
3,26,7.13805E+17,19,1,15202,0,0,6
3,26,215915843,150,323,4243,0,1,6
3,26,3088340745,100,343,158,0,0,6
3,26,1062716244,1886,148,994632,0,0,6
3,26,1364378809,3461,62,519,2,0,6
3,26,53106047,409,211,162,2,0,6
3,26,2909281655,692,797,30511,0,0,6
3,26,1062716244,1886,148,994649,0,0,6
3,26,2984557972,3708,4996,155151,1,0,6
3,26,2984140421,752,489,85396,0,0,6
3,26,26985275,3883,4572,51457,1,1,6
3,26,523044397,949,2261,5666,2,0,6
3,26,1062716244,1887,148,994912,0,0,6
3,26,7.13805E+17,19,1,15360,0,0,6
3,26,2614375675,306,273,28163,1,1,6
3,26,1062716244,1887,148,994915,0,0,6
3,26,17028690,6996,1761,26516,1,1,6
3,26,133774218,134,221,8181,2,1,6
3,26,1062716244,1887,148,994952,0,0,6
3,26,2382178716,802,1,349483,0,0,6
3,26,1062716244,1887,148,994972,0,0,6
3,26,1550414552,4,1,7,0,0,6
3,26,1062716244,1887,148,994982,0,0,6
3,26,231936497,1943,2569,339539,0,1,6
3,26,1062716244,1887,148,994989,0,0,6
3,26,2996165561,532,3587,72789,1,0,6
3,26,1213674162,255,270,4064,3,0,6
3,26,14831123,19519,2203,52604,1,0,6
3,26,122472251,730,827,242466,1,1,6
3,26,122472251,730,827,242479,1,1,6
3,26,4242995295,631,1623,5736,8,0,6
3,26,1062716244,1887,148,995051,0,0,6
3,26,49942424,1340,2131,52267,4,1,6
3,26,2192387737,359,185,21019,1,0,6
3,26,1205511727,1678,909,59077,1,1,6
3,26,2377351902,302,109,4584,1,0,6
3,26,1205511727,1679,909,59095,1,1,6
3,26,1062716244,1886,148,995254,0,0,6
3,26,880470979,43,101,1410,0,0,6
3,26,1062716244,1886,148,995258,0,0,6
3,26,1062716244,1886,148,995269,0,0,6
3,26,9567382,2033,1758,783856,1,1,6
3,26,2466145962,3145,2436,937440,0,0,6
3,26,1062716244,1886,148,995293,0,0,6
3,26,1062716244,1886,148,995311,0,0,6
3,26,3418064080,3495,2769,23225,8,0,6
3,26,1062716244,1886,148,995322,0,0,6
3,26,337326812,63,94,12555,1,0,6
3,26,3407021295,3468,2840,22044,8,0,6
3,26,9567382,2032,1758,783884,1,1,6
3,26,1062716244,1886,148,995358,0,0,6
3,26,2752696679,258,250,3976,0,0,6
3,26,2257106779,904,1023,50690,1,0,6
3,26,1205511727,1680,911,59274,1,1,6
3,26,1062716244,1886,148,995374,0,0,6
3,26,2752696679,258,250,3987,0,0,6
3,26,2953266052,3948,3944,328518,0,0,6
4,27,1062716244,1887,148,995406,0,0,6
4,27,1062716244,1887,148,995410,0,0,6
4,27,1062716244,1887,148,995446,0,0,6
4,27,9567382,2032,1758,783945,1,1,6
4,27,1047866701,756,788,19244,1,1,6
4,27,3407021295,3470,2840,22057,8,0,6
4,27,1062716244,1887,148,995461,0,0,6
4,27,1062716244,1887,148,995511,0,0,6
4,27,494953314,827,528,60937,1,0,6
4,27,787774580,973,1997,269283,0,0,6
4,27,7.23897E+17,129,78,795,0,0,6
4,27,621254192,1055,1089,212694,1,0,6
4,27,965978042,111,530,910,1,0,6
4,27,3254668228,448,153,17650,2,1,6
4,27,7.13805E+17,18,1,15758,0,0,6
4,27,1062716244,1887,148,995541,0,0,6
4,27,2374383303,18,17,1717,0,0,6
4,27,1062716244,1888,148,995599,0,0,6
4,27,4099926287,341,154,22006,0,0,6
4,27,1062716244,1887,148,995625,0,0,6
4,27,787549525,1528,2662,5766,2,1,6
4,27,7.13805E+17,18,1,15814,0,0,6
4,27,562331498,1766,2224,69742,2,0,6
4,27,7.19614E+17,43,237,4549,0,0,6
4,27,7.24581E+17,12,301,240,0,0,6
4,27,4833298523,83,373,1131,8,0,6
4,27,3035804476,2089,1462,31247,1,1,6
4,27,31104704,1719,1833,86551,1,1,6
4,27,390624950,6684,5647,190881,1,1,6
4,27,390624950,6684,5647,190886,1,1,6
4,27,7.24883E+17,1,228,125,0,0,6
4,27,3094517057,129,15,46915,0,0,6
4,27,1062716244,1887,148,995799,0,0,6
4,27,1062716244,1887,148,995804,0,0,6
4,27,1062716244,1888,148,995836,0,0,6
4,27,390624950,6685,5647,190923,1,1,6
4,27,390624950,6685,5647,190924,1,1,6
4,27,390624950,6685,5647,190925,1,1,6
4,27,390624950,6685,5647,190926,1,1,6
4,27,3035804476,2090,1464,31257,1,1,6
4,27,1513507111,3417,783,103747,0,1,6
4,27,1062716244,1889,148,995859,0,0,6
4,27,179752508,218,133,480126,1,0,6
1,24,4236797793,215,258,14520,0,0,7
2,25,3438021033,4946,5144,97339,8,0,7
2,25,1423206925,1065,1047,258944,3,1,7
2,25,3046354131,386,0,782363,0,0,7
2,25,2792110739,1446,4962,209549,8,0,7
2,25,2221381507,1486,1727,26397,1,0,7
2,25,3104791474,960,1958,9826,0,0,7
2,25,3247645109,519,493,4644,2,0,7
3,26,2792110739,1444,4962,209790,8,0,7
3,26,2873444362,350,329,32689,2,0,7
3,26,7.05701E+17,213,5003,12454,0,0,7
3,26,7.20872E+17,143,4209,5121,0,0,7
3,26,2845623461,242,494,547,0,0,7
3,26,7.20872E+17,148,4304,5304,0,0,7
3,26,7.05701E+17,212,5003,12642,0,0,7
3,26,7.01789E+17,165,106,62065,0,0,7
3,26,2792110739,1441,4962,210203,8,0,7
4,27,1423206925,1069,1053,260859,3,1,7
4,27,1364475780,1011,1001,189192,0,0,7
4,27,1364475780,1011,1001,189212,0,0,7
4,27,1423206925,1069,1053,260879,3,1,7
4,27,547525975,780,956,18725,3,1,7
4,27,2776044757,2552,2462,409656,0,0,7
4,27,7.20872E+17,161,4431,5656,0,0,7
4,27,7.05701E+17,216,5002,12999,0,0,7
4,27,1670177305,63,247,14358,2,1,7
4,27,1670177305,63,247,14359,2,1,7
4,27,2942712213,2193,2001,4414,2,0,7
1,24,4514343855,3336,4891,2790,8,0,8
1,24,387098277,12,46,992,8,0,8
1,24,159563937,46168,18820,66923,5,1,8
1,24,4622530033,484,1400,332,0,1,8
1,24,2512995672,112,121,68455,0,0,8
1,24,858826550,549,483,41679,0,1,8
1,24,3035799467,11252,12556,173810,8,0,8
1,24,231001192,47,89,1778,0,0,8
1,24,2888691650,476,43,123297,0,0,8
1,24,87453374,167,1696,14279,3,0,8
1,24,3138225272,1652,5003,5677,0,1,8
1,24,2342269436,23770,25338,28547,6,0,8
1,24,225906187,653,2,60895,0,0,8
1,24,444484100,2676,1116,1406863,3,1,8
1,24,444484100,2676,1116,1406864,3,1,8
1,24,3428474187,11,49,90443,8,0,8
1,24,3428474187,11,49,90444,8,0,8
1,24,4876821796,1890,1898,3475,0,0,8
1,24,7.06487E+17,2,7,1,0,0,8
1,24,175094087,761,619,4366,5,0,8
1,24,4876821796,1890,1898,3478,0,0,8
1,24,25939603,3039,4999,55673,0,0,8
1,24,4876821796,1890,1898,3479,0,0,8
1,24,2718262992,785,1334,809,8,1,8
1,24,211429033,1227,1940,252694,5,0,8
1,24,77713438,444,2,183559,2,1,8
1,24,21446404,228,268,7135,5,0,8
1,24,1913295116,532,388,42424,0,0,8
1,24,2260675556,469,428,50431,0,0,8
1,24,4898115556,1978,4168,2043,8,0,8
1,24,119237659,67,232,595,5,1,8
1,24,7.24285E+17,0,0,134,0,0,8
1,24,1452488569,1918,1415,7780,5,0,8
1,24,2372014118,483,389,16323,0,0,8
1,24,1896939380,580,693,10563,0,0,8
1,24,4514343855,3336,4891,2791,8,0,8
1,24,3830313253,84,161,193,0,0,8
1,24,7.05272E+17,341,904,4745,0,0,8
1,24,32440998,339,467,8148,1,1,8
1,24,76212679,29,188,243,0,1,8
1,24,1715716946,158,141,1304,2,1,8
1,24,7.06252E+17,97,754,1352,0,0,8
1,24,2296750843,656,489,67978,2,1,8
1,24,2296750843,656,489,67980,2,1,8
1,24,4579860622,23,0,1647,0,0,8
1,24,4579860622,23,0,1648,0,0,8
1,24,370119419,1334,4923,9355,0,0,8
1,24,626503046,19459,21341,602670,6,1,8
1,24,125095427,1857,2164,75300,1,1,8
1,24,2519776218,109,113,45460,0,0,8
1,24,433158220,453,1704,21315,5,0,8
1,24,3031979861,74,97,1413,0,1,8
1,24,2574448909,1021,1540,6513,0,1,8
1,24,2372014118,483,389,16329,0,0,8
1,24,1093058394,1044,952,5513,0,0,8
1,24,2662167684,745,1013,10998,0,0,8
1,24,45965839,436,526,21977,7,1,8
1,24,3068650193,970,1806,8117,0,0,8
1,24,3031979861,74,97,1421,0,1,8
1,24,41880814,489,2008,1483,5,1,8
1,24,41880814,489,2008,1484,5,1,8
1,24,41880814,489,2008,1485,5,1,8
1,24,550867872,3821,4141,44695,7,1,8
1,24,550867872,3821,4141,44696,7,1,8
1,24,1944260497,1808,1683,22964,5,0,8
1,24,179116625,146,65,676,8,1,8
1,24,2908476672,2889,2931,44854,5,0,8
1,24,90207898,55,300,1562,3,0,8
1,24,4898115556,1979,4168,2044,8,0,8
1,24,4878936670,3839,4350,4222,8,0,8
1,24,142888148,379,98,11115,3,1,8
1,24,2359094065,758,726,9578,0,0,8
1,24,162506594,1959,1948,55472,8,0,8
1,24,2158874588,394,414,42394,0,0,8
1,24,7.16807E+17,20,62,88,0,0,8
1,24,61463455,403,2125,10665,0,0,8
1,24,101084560,133,102,2100,0,0,8
1,24,1367531,9010512,424,246203,5,0,8
1,24,7.04097E+17,736,2359,7074,0,0,8
1,24,2859110736,205,752,2607,0,0,8
1,24,396056819,59575,2363,189952,1,1,8
1,24,622045531,132769,55203,207609,1,1,8
1,24,1243605769,35880,6321,182467,1,0,8
1,24,43734816,1118,2246,25210,6,1,8
1,24,840435552,2658,2278,195129,0,0,8
1,24,44412460,764,838,6988,8,0,8
1,24,61925174,2349,1995,157332,5,0,8
1,24,1452178320,153,267,7476,1,0,8
1,24,2492956278,250,97,116892,0,0,8
1,24,2169030391,471,1158,27613,0,0,8
1,24,933514820,111,259,6584,5,0,8
1,24,57721830,1791,783,39327,5,1,8
1,24,3089015529,420,694,9234,0,1,8
1,24,7.15726E+17,0,2,22,0,0,8
1,24,331389633,2939,4999,365,6,0,8
1,24,869986560,185,759,550,6,1,8
1,24,7.19883E+17,141,329,370,5,0,8
1,24,299505496,2526,2238,68067,0,0,8
1,24,726093186,16,88,37,0,0,8
1,24,284365698,96,156,4674,5,1,8
1,24,595571389,955,474,45690,5,1,8
1,24,542070288,459,318,16424,5,1,8
1,24,1963092631,388,321,3813,0,1,8
1,24,7.14225E+17,195,624,1583,0,0,8
1,24,51820133,120,183,2802,6,1,8
